country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,County Laois,,IE-LS,,2/29/20,-16,-4,,-10,-2,
IE,Ireland,County Laois,,IE-LS,,3/1/20,11,5,,,4,
IE,Ireland,County Laois,,IE-LS,,3/2/20,4,5,,-7,2,-1
IE,Ireland,County Laois,,IE-LS,,3/3/20,10,1,,-5,3,-1
IE,Ireland,County Laois,,IE-LS,,3/4/20,6,7,,-11,1,0
IE,Ireland,County Laois,,IE-LS,,3/5/20,7,3,,10,3,0
IE,Ireland,County Laois,,IE-LS,,3/6/20,7,5,,-4,1,-1
IE,Ireland,County Laois,,IE-LS,,3/7/20,-5,3,,12,1,
IE,Ireland,County Laois,,IE-LS,,3/8/20,4,1,,,6,
IE,Ireland,County Laois,,IE-LS,,3/9/20,2,1,,-13,1,1
IE,Ireland,County Laois,,IE-LS,,3/10/20,8,4,,-3,1,0
IE,Ireland,County Laois,,IE-LS,,3/11/20,1,13,,-11,2,1
IE,Ireland,County Laois,,IE-LS,,3/12/20,8,38,,-10,1,1
IE,Ireland,County Laois,,IE-LS,,3/13/20,-13,8,,-28,-22,9
IE,Ireland,County Laois,,IE-LS,,3/14/20,-28,3,,-33,-7,
IE,Ireland,County Laois,,IE-LS,,3/15/20,-28,7,,-41,-9,
IE,Ireland,County Laois,,IE-LS,,3/16/20,-16,18,,-54,-42,15
IE,Ireland,County Laois,,IE-LS,,3/17/20,-57,-32,,-67,-76,
IE,Ireland,County Laois,,IE-LS,,3/18/20,-39,-9,,-58,-39,16
IE,Ireland,County Laois,,IE-LS,,3/19/20,-36,-9,,-49,-39,18
IE,Ireland,County Laois,,IE-LS,,3/20/20,-45,-11,,-59,-42,20
IE,Ireland,County Laois,,IE-LS,,3/21/20,-49,-3,,-51,-32,
IE,Ireland,County Laois,,IE-LS,,3/22/20,-48,-10,,-57,-31,
IE,Ireland,County Laois,,IE-LS,,3/23/20,-38,-14,,-57,-43,18
IE,Ireland,County Laois,,IE-LS,,3/24/20,-36,-11,,-61,-45,18
IE,Ireland,County Laois,,IE-LS,,3/25/20,-45,-16,,-59,-47,20
IE,Ireland,County Laois,,IE-LS,,3/26/20,-46,-17,,-59,-47,21
IE,Ireland,County Laois,,IE-LS,,3/27/20,-52,-14,,-65,-48,22
IE,Ireland,County Laois,,IE-LS,,3/28/20,-75,-18,,-76,-48,
IE,Ireland,County Laois,,IE-LS,,3/29/20,-79,-40,,-77,-48,
IE,Ireland,County Laois,,IE-LS,,3/30/20,-66,-25,,-74,-62,
IE,Ireland,County Laois,,IE-LS,,3/31/20,-65,-26,,-71,-64,
IE,Ireland,County Laois,,IE-LS,,4/1/20,-67,-23,,-73,-65,
IE,Ireland,County Laois,,IE-LS,,4/2/20,-64,-16,,-68,-64,
IE,Ireland,County Laois,,IE-LS,,4/3/20,-67,-19,,-74,-63,
IE,Ireland,County Laois,,IE-LS,,4/4/20,-72,-21,,-71,-51,
IE,Ireland,County Laois,,IE-LS,,4/5/20,-77,-32,-70,-84,-44,
IE,Ireland,County Laois,,IE-LS,,4/6/20,-59,-21,,-74,-64,
IE,Ireland,County Laois,,IE-LS,,4/7/20,-52,-10,,-73,-63,
IE,Ireland,County Laois,,IE-LS,,4/8/20,-60,-8,,-68,-62,
IE,Ireland,County Laois,,IE-LS,,4/9/20,-56,-3,,-71,-62,
IE,Ireland,County Laois,,IE-LS,,4/10/20,-64,-15,,-72,-68,
IE,Ireland,County Laois,,IE-LS,,4/11/20,-70,-3,,-67,-48,
IE,Ireland,County Laois,,IE-LS,,4/12/20,-88,-66,-75,-80,-48,
IE,Ireland,County Laois,,IE-LS,,4/13/20,-69,-37,,-81,-81,
IE,Ireland,County Laois,,IE-LS,,4/14/20,-53,-19,,-71,-61,25
IE,Ireland,County Laois,,IE-LS,,4/15/20,-55,-16,,-65,-61,25
IE,Ireland,County Laois,,IE-LS,,4/16/20,-77,-4,,-55,-59,27
IE,Ireland,County Laois,,IE-LS,,4/17/20,-81,-10,,-59,-60,
IE,Ireland,County Laois,,IE-LS,,4/18/20,-84,-9,,-58,-41,
IE,Ireland,County Laois,,IE-LS,,4/19/20,-86,-24,,-64,-40,
IE,Ireland,County Laois,,IE-LS,,4/20/20,-77,-6,,-55,-58,23
IE,Ireland,County Laois,,IE-LS,,4/21/20,-75,-4,,-57,-59,24
IE,Ireland,County Laois,,IE-LS,,4/22/20,-77,-4,,-56,-58,25
IE,Ireland,County Laois,,IE-LS,,4/23/20,-77,-4,,-47,-58,24
IE,Ireland,County Laois,,IE-LS,,4/24/20,-78,-4,,-55,-57,26
IE,Ireland,County Laois,,IE-LS,,4/25/20,-81,-2,,-48,-39,
IE,Ireland,County Laois,,IE-LS,,4/26/20,-86,-16,,-62,-38,
IE,Ireland,County Laois,,IE-LS,,4/27/20,-76,0,,-52,-56,22
IE,Ireland,County Laois,,IE-LS,,4/28/20,-74,-3,,-54,-56,20
IE,Ireland,County Laois,,IE-LS,,4/29/20,-77,-3,,-56,-58,25
IE,Ireland,County Laois,,IE-LS,,4/30/20,-62,-5,,-53,-57,25
IE,Ireland,County Laois,,IE-LS,,5/1/20,-65,-10,,-59,-57,27
IE,Ireland,County Laois,,IE-LS,,5/2/20,-69,-10,,-43,-36,
IE,Ireland,County Laois,,IE-LS,,5/3/20,-67,-15,,-44,-33,
IE,Ireland,County Laois,,IE-LS,,5/4/20,-64,-18,,-66,-78,
IE,Ireland,County Laois,,IE-LS,,5/5/20,-50,-2,,-49,-54,21
IE,Ireland,County Laois,,IE-LS,,5/6/20,-55,-1,,-48,-53,23
IE,Ireland,County Laois,,IE-LS,,5/7/20,-56,-6,,-52,-54,24
IE,Ireland,County Laois,,IE-LS,,5/8/20,-59,-4,,-57,-53,24
IE,Ireland,County Laois,,IE-LS,,5/9/20,-68,-2,,-49,-34,
IE,Ireland,County Laois,,IE-LS,,5/10/20,-66,-17,,-57,-29,
IE,Ireland,County Laois,,IE-LS,,5/11/20,-53,-6,,-55,-52,21
IE,Ireland,County Laois,,IE-LS,,5/12/20,-53,-4,,-52,-53,21
IE,Ireland,County Laois,,IE-LS,,5/13/20,-56,-1,,-48,-52,22
IE,Ireland,County Laois,,IE-LS,,5/14/20,-57,-1,,-45,-52,21
IE,Ireland,County Laois,,IE-LS,,5/15/20,-61,-5,,-57,-52,24
IE,Ireland,County Laois,,IE-LS,,5/16/20,-68,-5,,-37,-31,
IE,Ireland,County Laois,,IE-LS,,5/17/20,-67,-13,,-50,-24,
IE,Ireland,County Laois,,IE-LS,,5/18/20,-45,-6,,-54,-46,18
IE,Ireland,County Laois,,IE-LS,,5/19/20,-44,-2,,-47,-47,17
IE,Ireland,County Laois,,IE-LS,,5/20/20,-46,4,,-40,-47,18
IE,Ireland,County Laois,,IE-LS,,5/21/20,-48,-2,,-40,-46,19
IE,Ireland,County Laois,,IE-LS,,5/22/20,-52,-4,,-53,-46,22
IE,Ireland,County Laois,,IE-LS,,5/23/20,-56,0,,-47,-25,
IE,Ireland,County Laois,,IE-LS,,5/24/20,-57,-7,,-31,-17,
IE,Ireland,County Laois,,IE-LS,,5/25/20,-43,-3,,-52,-44,16
IE,Ireland,County Laois,,IE-LS,,5/26/20,-40,-2,,-41,-43,15
IE,Ireland,County Laois,,IE-LS,,5/27/20,-44,3,,-38,-43,17
IE,Ireland,County Laois,,IE-LS,,5/28/20,-42,12,,-35,-43,17
IE,Ireland,County Laois,,IE-LS,,5/29/20,-46,4,,-42,-44,18
IE,Ireland,County Laois,,IE-LS,,5/30/20,-54,12,,-33,-16,
IE,Ireland,County Laois,,IE-LS,,5/31/20,-55,9,,-32,-9,
IE,Ireland,County Laois,,IE-LS,,6/1/20,-47,-3,,-58,-73,
IE,Ireland,County Laois,,IE-LS,,6/2/20,-35,10,,-44,-42,14
IE,Ireland,County Laois,,IE-LS,,6/3/20,-46,3,,-45,-41,16
IE,Ireland,County Laois,,IE-LS,,6/4/20,-44,6,,-44,-42,18
IE,Ireland,County Laois,,IE-LS,,6/5/20,-49,-2,,-48,-40,17
IE,Ireland,County Laois,,IE-LS,,6/6/20,-55,0,,-37,-18,
IE,Ireland,County Laois,,IE-LS,,6/7/20,-58,-3,,-39,-10,
IE,Ireland,County Laois,,IE-LS,,6/8/20,-35,2,,-42,-37,13
IE,Ireland,County Laois,,IE-LS,,6/9/20,-33,1,,-45,-38,14
IE,Ireland,County Laois,,IE-LS,,6/10/20,-38,2,,-46,-40,16
IE,Ireland,County Laois,,IE-LS,,6/11/20,-39,5,,-41,-41,16
IE,Ireland,County Laois,,IE-LS,,6/12/20,-43,1,,-51,-39,16
IE,Ireland,County Laois,,IE-LS,,6/13/20,-46,7,,-29,-16,
IE,Ireland,County Laois,,IE-LS,,6/14/20,-47,1,,-29,-8,
IE,Ireland,County Laois,,IE-LS,,6/15/20,-31,1,,-42,-38,12
IE,Ireland,County Laois,,IE-LS,,6/16/20,-29,5,,-39,-37,13
IE,Ireland,County Laois,,IE-LS,,6/17/20,-32,9,,-36,-38,14
IE,Ireland,County Laois,,IE-LS,,6/18/20,-30,1,,-45,-39,13
IE,Ireland,County Laois,,IE-LS,,6/19/20,-34,4,,-40,-38,13
IE,Ireland,County Laois,,IE-LS,,6/20/20,-39,15,,-29,-11,
IE,Ireland,County Laois,,IE-LS,,6/21/20,-43,1,,-28,3,
IE,Ireland,County Laois,,IE-LS,,6/22/20,-27,3,,-36,-37,13
IE,Ireland,County Laois,,IE-LS,,6/23/20,-25,3,,-46,-38,13
IE,Ireland,County Laois,,IE-LS,,6/24/20,-29,5,,-38,-37,13
IE,Ireland,County Laois,,IE-LS,,6/25/20,-30,5,,-29,-37,13
IE,Ireland,County Laois,,IE-LS,,6/26/20,-34,2,,-38,-37,13
IE,Ireland,County Laois,,IE-LS,,6/27/20,-39,8,,-24,-12,
IE,Ireland,County Laois,,IE-LS,,6/28/20,-43,-5,,-35,-8,
IE,Ireland,County Laois,,IE-LS,,6/29/20,-19,3,,-41,-35,11
IE,Ireland,County Laois,,IE-LS,,6/30/20,-14,-3,,-37,-35,10
IE,Ireland,County Laois,,IE-LS,,7/1/20,-18,2,,-38,-35,11
IE,Ireland,County Laois,,IE-LS,,7/2/20,-16,2,,-32,-36,10
IE,Ireland,County Laois,,IE-LS,,7/3/20,-23,0,,-39,-36,11
IE,Ireland,County Leitrim,,IE-LM,,2/15/20,-1,2,,,0,
IE,Ireland,County Leitrim,,IE-LM,,2/16/20,-2,-10,,,,
IE,Ireland,County Leitrim,,IE-LM,,2/17/20,2,8,,,-7,
IE,Ireland,County Leitrim,,IE-LM,,2/18/20,5,-2,,,-6,
IE,Ireland,County Leitrim,,IE-LM,,2/19/20,0,1,,,-10,
IE,Ireland,County Leitrim,,IE-LM,,2/20/20,8,3,,,-19,
IE,Ireland,County Leitrim,,IE-LM,,2/21/20,3,-3,,,-19,
IE,Ireland,County Leitrim,,IE-LM,,2/22/20,2,8,,,-2,
IE,Ireland,County Leitrim,,IE-LM,,2/23/20,12,-9,,,,
IE,Ireland,County Leitrim,,IE-LM,,2/24/20,-9,5,,,5,
IE,Ireland,County Leitrim,,IE-LM,,2/25/20,-9,5,,,6,
IE,Ireland,County Leitrim,,IE-LM,,2/26/20,-4,0,,,3,
IE,Ireland,County Leitrim,,IE-LM,,2/27/20,-1,5,,,-1,
IE,Ireland,County Leitrim,,IE-LM,,2/28/20,3,3,,,1,
IE,Ireland,County Leitrim,,IE-LM,,2/29/20,-7,-1,,,4,
IE,Ireland,County Leitrim,,IE-LM,,3/1/20,-6,-3,,,,
IE,Ireland,County Leitrim,,IE-LM,,3/2/20,-3,7,,,4,
IE,Ireland,County Leitrim,,IE-LM,,3/3/20,6,8,,,6,
IE,Ireland,County Leitrim,,IE-LM,,3/4/20,7,9,,,3,
IE,Ireland,County Leitrim,,IE-LM,,3/5/20,3,9,,,3,
IE,Ireland,County Leitrim,,IE-LM,,3/6/20,9,5,,,3,
IE,Ireland,County Leitrim,,IE-LM,,3/7/20,6,10,,,-2,
IE,Ireland,County Leitrim,,IE-LM,,3/8/20,17,4,,,,
IE,Ireland,County Leitrim,,IE-LM,,3/9/20,-12,2,,,-1,
IE,Ireland,County Leitrim,,IE-LM,,3/10/20,1,11,,,5,
IE,Ireland,County Leitrim,,IE-LM,,3/11/20,-6,14,,,2,
IE,Ireland,County Leitrim,,IE-LM,,3/12/20,-12,34,,,-1,
IE,Ireland,County Leitrim,,IE-LM,,3/13/20,-16,16,,,-20,
IE,Ireland,County Leitrim,,IE-LM,,3/14/20,-24,10,,,-11,
IE,Ireland,County Leitrim,,IE-LM,,3/15/20,-34,15,,,,
IE,Ireland,County Leitrim,,IE-LM,,3/16/20,-42,34,,,-48,
IE,Ireland,County Leitrim,,IE-LM,,3/17/20,-77,-23,,,-79,
IE,Ireland,County Leitrim,,IE-LM,,3/18/20,-54,-5,,,-41,
IE,Ireland,County Leitrim,,IE-LM,,3/19/20,-54,-7,,,-42,
IE,Ireland,County Leitrim,,IE-LM,,3/20/20,-65,-7,,,-39,
IE,Ireland,County Leitrim,,IE-LM,,3/21/20,-62,0,,,-34,
IE,Ireland,County Leitrim,,IE-LM,,3/22/20,-62,-10,,,-37,
IE,Ireland,County Leitrim,,IE-LM,,3/23/20,-59,-16,,,-43,
IE,Ireland,County Leitrim,,IE-LM,,3/24/20,-54,2,,,-46,
IE,Ireland,County Leitrim,,IE-LM,,3/25/20,-69,-14,,,-48,
IE,Ireland,County Leitrim,,IE-LM,,3/26/20,-64,-14,,,-49,
IE,Ireland,County Leitrim,,IE-LM,,3/27/20,-67,-17,,,-50,
IE,Ireland,County Leitrim,,IE-LM,,3/28/20,-88,-30,,,-51,
IE,Ireland,County Leitrim,,IE-LM,,3/29/20,-93,-41,,,-50,
IE,Ireland,County Leitrim,,IE-LM,,3/30/20,-85,-23,,,-60,
IE,Ireland,County Leitrim,,IE-LM,,3/31/20,-93,-28,,,-61,
IE,Ireland,County Leitrim,,IE-LM,,4/1/20,-87,-22,,,-63,
IE,Ireland,County Leitrim,,IE-LM,,4/2/20,-85,-27,,,-65,
IE,Ireland,County Leitrim,,IE-LM,,4/3/20,-85,-30,,,-65,
IE,Ireland,County Leitrim,,IE-LM,,4/4/20,-87,-33,,,-53,
IE,Ireland,County Leitrim,,IE-LM,,4/5/20,-92,-39,-59,,-50,
IE,Ireland,County Leitrim,,IE-LM,,4/6/20,,,,,-60,
IE,Ireland,County Leitrim,,IE-LM,,4/7/20,,,,,-62,
IE,Ireland,County Leitrim,,IE-LM,,4/8/20,,,,,-62,
IE,Ireland,County Leitrim,,IE-LM,,4/9/20,,,,,-61,
IE,Ireland,County Leitrim,,IE-LM,,4/10/20,,-28,,,-70,
IE,Ireland,County Leitrim,,IE-LM,,4/11/20,,,,,-49,
IE,Ireland,County Leitrim,,IE-LM,,4/12/20,,,-61,,-49,
IE,Ireland,County Leitrim,,IE-LM,,4/13/20,,,,,-82,
IE,Ireland,County Leitrim,,IE-LM,,4/14/20,,,,,-59,
IE,Ireland,County Leitrim,,IE-LM,,4/15/20,,,,,-62,
IE,Ireland,County Leitrim,,IE-LM,,4/16/20,,,,,-61,
IE,Ireland,County Leitrim,,IE-LM,,4/17/20,,-16,,,-60,
IE,Ireland,County Leitrim,,IE-LM,,4/18/20,,-23,,,-46,
IE,Ireland,County Leitrim,,IE-LM,,4/19/20,,,,,-39,
IE,Ireland,County Leitrim,,IE-LM,,4/20/20,,,,,-57,
IE,Ireland,County Leitrim,,IE-LM,,4/21/20,,,,,-58,
IE,Ireland,County Leitrim,,IE-LM,,4/22/20,,,,,-59,
IE,Ireland,County Leitrim,,IE-LM,,4/23/20,,,,,-61,
IE,Ireland,County Leitrim,,IE-LM,,4/24/20,,-14,,,-59,
IE,Ireland,County Leitrim,,IE-LM,,4/25/20,,,,,-42,
IE,Ireland,County Leitrim,,IE-LM,,4/26/20,,,,,-38,
IE,Ireland,County Leitrim,,IE-LM,,4/27/20,,,,,-58,
IE,Ireland,County Leitrim,,IE-LM,,4/28/20,,,,,-60,
IE,Ireland,County Leitrim,,IE-LM,,4/29/20,,,,,-61,
IE,Ireland,County Leitrim,,IE-LM,,4/30/20,,,,,-58,
IE,Ireland,County Leitrim,,IE-LM,,5/1/20,,-17,,,-59,
IE,Ireland,County Leitrim,,IE-LM,,5/2/20,,,,,-37,
IE,Ireland,County Leitrim,,IE-LM,,5/3/20,,,,,-34,
IE,Ireland,County Leitrim,,IE-LM,,5/4/20,,,,,-79,
IE,Ireland,County Leitrim,,IE-LM,,5/5/20,,,,,-53,
IE,Ireland,County Leitrim,,IE-LM,,5/6/20,,,,,-56,
IE,Ireland,County Leitrim,,IE-LM,,5/7/20,,,,,-55,
IE,Ireland,County Leitrim,,IE-LM,,5/8/20,,-7,,,-54,
IE,Ireland,County Leitrim,,IE-LM,,5/9/20,,,,,-34,
IE,Ireland,County Leitrim,,IE-LM,,5/10/20,,,-48,,-34,
IE,Ireland,County Leitrim,,IE-LM,,5/11/20,,,,,-52,
IE,Ireland,County Leitrim,,IE-LM,,5/12/20,,,,,-52,
IE,Ireland,County Leitrim,,IE-LM,,5/13/20,,,,,-52,
IE,Ireland,County Leitrim,,IE-LM,,5/14/20,,,,,-53,
IE,Ireland,County Leitrim,,IE-LM,,5/15/20,-83,-10,,,-52,
IE,Ireland,County Leitrim,,IE-LM,,5/16/20,-86,-6,,,-36,
IE,Ireland,County Leitrim,,IE-LM,,5/17/20,,,-65,,-31,
IE,Ireland,County Leitrim,,IE-LM,,5/18/20,,,,,-49,
IE,Ireland,County Leitrim,,IE-LM,,5/19/20,,,,,-46,
IE,Ireland,County Leitrim,,IE-LM,,5/20/20,,7,,,-47,
IE,Ireland,County Leitrim,,IE-LM,,5/21/20,,,,,-47,
IE,Ireland,County Leitrim,,IE-LM,,5/22/20,,-7,,,-47,
IE,Ireland,County Leitrim,,IE-LM,,5/23/20,-86,,,,-23,
IE,Ireland,County Leitrim,,IE-LM,,5/24/20,,,-45,,,
IE,Ireland,County Leitrim,,IE-LM,,5/25/20,,,,,-45,
IE,Ireland,County Leitrim,,IE-LM,,5/26/20,,,,,-45,
IE,Ireland,County Leitrim,,IE-LM,,5/27/20,,12,,,-44,
IE,Ireland,County Leitrim,,IE-LM,,5/28/20,-71,,,,-45,
IE,Ireland,County Leitrim,,IE-LM,,5/29/20,-76,8,,,-45,
IE,Ireland,County Leitrim,,IE-LM,,5/30/20,-80,,,,-21,
IE,Ireland,County Leitrim,,IE-LM,,6/1/20,,,,,-74,
IE,Ireland,County Leitrim,,IE-LM,,6/2/20,,,,,-42,
